ID	GO_term	GO_name
PF01589	GO:0019028	viral capsid	component
PF01600	GO:0019064	fusion of virus membrane with host plasma membrane	process
PF01601	GO:0039654	fusion of virus membrane with host endosome membrane	process
PF01601	GO:0019031	viral envelope	component
PF01601	GO:0019064	fusion of virus membrane with host plasma membrane	process
PF01601	GO:0055036	virion membrane	component
PF01601	GO:0016020	membrane	component
PF01601	GO:0075509	endocytosis involved in viral entry into host cell	process
PF01601	GO:0046813	receptor-mediated virion attachment to host cell	process
PF01602	GO:0030117	membrane coat	component
PF01602	GO:0016192	vesicle-mediated transport	process
PF01602	GO:0006886	intracellular protein transport	process
PF01603	GO:0007165	signal transduction	process
PF01603	GO:0000159	protein phosphatase type 2A complex	component
PF01603	GO:0019888	protein phosphatase regulator activity	function
PF01607	GO:0008061	chitin binding	function
PF01607	GO:0005576	extracellular region	component
PF01608	GO:0003779	actin binding	function
PF01609	GO:0006313	transposition, DNA-mediated	process
PF01609	GO:0003677	DNA binding	function
PF01609	GO:0004803	transposase activity	function
PF01612	GO:0008408	3'-5' exonuclease activity	function
PF01612	GO:0003676	nucleic acid binding	function
PF01612	GO:0006139	nucleobase-containing compound metabolic process	process
PF01613	GO:0010181	FMN binding	function
PF01621	GO:0016020	membrane	component
PF01623	GO:0003676	nucleic acid binding	function
PF01623	GO:0006355	regulation of DNA-templated transcription	process
PF01625	GO:0008113	peptide-methionine (S)-S-oxide reductase activity	function
PF01635	GO:0016020	membrane	component
PF01635	GO:0055036	virion membrane	component
PF01635	GO:0039660	structural constituent of virion	function
PF01641	GO:0033743	peptide-methionine (R)-S-oxide reductase activity	function
PF01649	GO:0003735	structural constituent of ribosome	function
PF01649	GO:0005840	ribosome	component
PF01649	GO:0006412	translation	process
PF01649	GO:0003723	RNA binding	function
PF01654	GO:0009055	electron transfer activity	function
PF01654	GO:0070069	cytochrome complex	component
PF01654	GO:0019646	aerobic electron transport chain	process
PF07994	GO:0004512	inositol-3-phosphate synthase activity	function
PF07994	GO:0008654	phospholipid biosynthetic process	process
PF07994	GO:0006021	inositol biosynthetic process	process
PF01660	GO:0006396	RNA processing	process
PF01660	GO:0008174	mRNA methyltransferase activity	function
PF01660	GO:0080009	mRNA methylation	process
PF01660	GO:0003723	RNA binding	function
PF01664	GO:0007155	cell adhesion	process
PF01664	GO:0019058	viral life cycle	process
PF01664	GO:0019062	virion attachment to host cell	process
PF01670	GO:0000272	polysaccharide catabolic process	process
PF01670	GO:0008810	cellulase activity	function
PF01671	GO:0042330	taxis	process
PF01673	GO:0019031	viral envelope	component
PF01686	GO:0039623	T=25 icosahedral viral capsid	component
PF01686	GO:0075509	endocytosis involved in viral entry into host cell	process
PF01692	GO:0019049	mitigation of host antiviral defense response	process
PF01695	GO:0005524	ATP binding	function
PF01700	GO:0005198	structural molecule activity	function
PF01701	GO:0015979	photosynthesis	process
PF01701	GO:0009522	photosystem I	component
PF01702	GO:0016763	pentosyltransferase activity	function
PF01702	GO:0006400	tRNA modification	process
PF01704	GO:0070569	uridylyltransferase activity	function
PF01708	GO:0046740	transport of virus in host, cell to cell	process
PF01708	GO:0016020	membrane	component
PF01716	GO:0042549	photosystem II stabilization	process
PF01716	GO:0009654	photosystem II oxygen evolving complex	component
PF01716	GO:0010242	oxygen evolving activity	function
PF01716	GO:0010207	photosystem II assembly	process
PF01717	GO:0009086	methionine biosynthetic process	process
PF01717	GO:0008270	zinc ion binding	function
PF01717	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	function
PF01719	GO:0005727	extrachromosomal circular DNA	component
PF01719	GO:0003916	DNA topoisomerase activity	function
PF01719	GO:0006260	DNA replication	process
PF01719	GO:0003677	DNA binding	function
PF01721	GO:0042742	defense response to bacterium	process
PF01721	GO:0005576	extracellular region	component
PF01723	GO:0007304	chorion-containing eggshell formation	process
PF01723	GO:0005213	structural constituent of egg chorion	function
PF01723	GO:0042600	egg chorion	component
PF01723	GO:0007275	multicellular organism development	process
PF01725	GO:0009143	nucleoside triphosphate catabolic process	process
PF01725	GO:0047429	nucleoside triphosphate diphosphatase activity	function
PF01729	GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	function
PF01729	GO:0009435	NAD biosynthetic process	process
PF01730	GO:0006807	nitrogen compound metabolic process	process
PF01730	GO:0016151	nickel cation binding	function
PF01731	GO:0004064	arylesterase activity	function
PF01734	GO:0006629	lipid metabolic process	process
PF01735	GO:0004620	phospholipase activity	function
PF01735	GO:0009395	phospholipid catabolic process	process
PF01736	GO:0003677	DNA binding	function
PF01737	GO:0042549	photosystem II stabilization	process
PF01737	GO:0009539	photosystem II reaction center	component
PF01737	GO:0015979	photosynthesis	process
PF01737	GO:0009523	photosystem II	component
PF01743	GO:0003723	RNA binding	function
PF01743	GO:0006396	RNA processing	process
PF01743	GO:0016779	nucleotidyltransferase activity	function
PF01749	GO:0006606	protein import into nucleus	process
PF01749	GO:0061608	nuclear import signal receptor activity	function
PF01754	GO:0008270	zinc ion binding	function
PF01754	GO:0003677	DNA binding	function
PF01756	GO:0005777	peroxisome	component
PF01756	GO:0006635	fatty acid beta-oxidation	process
PF01756	GO:0003997	acyl-CoA oxidase activity	function
PF01757	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	function
PF01758	GO:0016020	membrane	component
PF01762	GO:0006486	protein glycosylation	process
PF01762	GO:0016758	hexosyltransferase activity	function
PF01762	GO:0016020	membrane	component
PF01763	GO:0051276	chromosome organization	process
PF01766	GO:0005198	structural molecule activity	function
PF01767	GO:0005198	structural molecule activity	function
PF01770	GO:0051180	vitamin transport	process
PF01770	GO:0016020	membrane	component
PF01770	GO:0090482	vitamin transmembrane transporter activity	function
PF01774	GO:0016151	nickel cation binding	function
PF01774	GO:0006807	nitrogen compound metabolic process	process
PF01776	GO:0006412	translation	process
PF01776	GO:0005840	ribosome	component
PF01776	GO:0003735	structural constituent of ribosome	function
PF01779	GO:0005840	ribosome	component
PF01779	GO:0006412	translation	process
PF01779	GO:0003735	structural constituent of ribosome	function
PF01780	GO:0005840	ribosome	component
PF01780	GO:0006412	translation	process
PF01780	GO:0003735	structural constituent of ribosome	function
PF01781	GO:0006412	translation	process
PF01781	GO:0005840	ribosome	component
PF01781	GO:0003735	structural constituent of ribosome	function
PF01782	GO:0006364	rRNA processing	process
PF01783	GO:0015934	large ribosomal subunit	component
PF01783	GO:0003735	structural constituent of ribosome	function
PF01783	GO:0006412	translation	process
PF01785	GO:0044423	virion component	component
PF01786	GO:0009916	alternative oxidase activity	function
PF01787	GO:0003723	RNA binding	function
PF01787	GO:0006413	translational initiation	process
PF01787	GO:0044423	virion component	component
PF01788	GO:0009539	photosystem II reaction center	component
PF01788	GO:0009523	photosystem II	component
PF01788	GO:0016020	membrane	component
PF01788	GO:0015979	photosynthesis	process
PF01789	GO:0009654	photosystem II oxygen evolving complex	component
PF01789	GO:0019898	extrinsic component of membrane	component
PF01789	GO:0015979	photosynthesis	process
PF01789	GO:0009523	photosystem II	component
PF01789	GO:0005509	calcium ion binding	function
PF01793	GO:0016020	membrane	component
PF01793	GO:0000030	mannosyltransferase activity	function
PF01793	GO:0006486	protein glycosylation	process
PF01797	GO:0006313	transposition, DNA-mediated	process
PF01797	GO:0004803	transposase activity	function
PF01797	GO:0003677	DNA binding	function
PF01801	GO:0019031	viral envelope	component
PF01801	GO:0016032	viral process	process
PF01802	GO:0005198	structural molecule activity	function
PF01802	GO:0019028	viral capsid	component
PF01804	GO:0017000	antibiotic biosynthetic process	process
PF01804	GO:0016787	hydrolase activity	function
PF01806	GO:0006351	DNA-templated transcription	process
PF01806	GO:0003723	RNA binding	function
PF01806	GO:0019079	viral genome replication	process
PF01806	GO:0003968	RNA-dependent RNA polymerase activity	function
PF01807	GO:0006260	DNA replication	process
PF01807	GO:0003677	DNA binding	function
PF01807	GO:0003896	DNA primase activity	function
PF01807	GO:0008270	zinc ion binding	function
PF01808	GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	function
PF01808	GO:0003937	IMP cyclohydrolase activity	function
PF01808	GO:0006164	purine nucleotide biosynthetic process	process
PF01813	GO:0046961	proton-transporting ATPase activity, rotational mechanism	function
PF01817	GO:0046417	chorismate metabolic process	process
PF01818	GO:0003723	RNA binding	function
PF01819	GO:0005198	structural molecule activity	function
PF01819	GO:0019028	viral capsid	component
PF01830	GO:0006508	proteolysis	process
PF01830	GO:0004197	cysteine-type endopeptidase activity	function
PF01831	GO:0006508	proteolysis	process
PF01831	GO:0003968	RNA-dependent RNA polymerase activity	function
PF01831	GO:0008234	cysteine-type peptidase activity	function
PF01834	GO:0005634	nucleus	component
PF01834	GO:0003684	damaged DNA binding	function
PF01834	GO:0000012	single strand break repair	process
PF01844	GO:0003676	nucleic acid binding	function
PF01844	GO:0008270	zinc ion binding	function
PF01844	GO:0004519	endonuclease activity	function
PF01845	GO:0008657	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) inhibitor activity	function
PF01845	GO:0006276	plasmid maintenance	process
PF01853	GO:0006355	regulation of DNA-templated transcription	process
PF01853	GO:0004402	histone acetyltransferase activity	function
PF01853	GO:0016573	histone acetylation	process
PF01857	GO:0051726	regulation of cell cycle	process
PF01857	GO:0005634	nucleus	component
PF01858	GO:0051726	regulation of cell cycle	process
PF01858	GO:0005634	nucleus	component
PF01862	GO:0006527	arginine catabolic process	process
PF01862	GO:0008792	arginine decarboxylase activity	function
PF01867	GO:0051607	defense response to virus	process
PF01867	GO:0046872	metal ion binding	function
PF01867	GO:0003676	nucleic acid binding	function
PF01867	GO:0043571	maintenance of CRISPR repeat elements	process
PF01867	GO:0004519	endonuclease activity	function
PF01868	GO:0003723	RNA binding	function
PF01868	GO:0001682	tRNA 5'-leader removal	process
PF01868	GO:0030677	ribonuclease P complex	component
PF01868	GO:0006396	RNA processing	process
PF01872	GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	function
PF01872	GO:0009231	riboflavin biosynthetic process	process
PF01873	GO:0003743	translation initiation factor activity	function
PF01873	GO:0006413	translational initiation	process
PF01874	GO:0046917	triphosphoribosyl-dephospho-CoA synthase activity	function
PF01874	GO:0005524	ATP binding	function
PF01874	GO:0016310	phosphorylation	process
PF01876	GO:0008033	tRNA processing	process
PF01880	GO:0016491	oxidoreductase activity	function
PF01880	GO:0005506	iron ion binding	function
PF01885	GO:0016740	transferase activity	function
PF01888	GO:0009236	cobalamin biosynthetic process	process
PF01888	GO:0008168	methyltransferase activity	function
PF01890	GO:0009236	cobalamin biosynthetic process	process
PF01891	GO:0000041	transition metal ion transport	process
PF01891	GO:0016020	membrane	component
PF01896	GO:0006269	DNA replication, synthesis of RNA primer	process
PF01896	GO:0003896	DNA primase activity	function
PF01899	GO:0008324	monoatomic cation transmembrane transporter activity	function
PF01899	GO:0006812	monoatomic cation transport	process
PF01899	GO:0016020	membrane	component
PF01900	GO:0001682	tRNA 5'-leader removal	process
PF01900	GO:0030677	ribonuclease P complex	component
PF01903	GO:0016829	lyase activity	function
PF01912	GO:0043022	ribosome binding	function
PF01912	GO:0042256	cytosolic ribosome assembly	process
PF02741	GO:0006730	one-carbon metabolic process	process
PF02741	GO:0016740	transferase activity	function
PF01914	GO:0016020	membrane	component
PF01915	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	function
PF01915	GO:0005975	carbohydrate metabolic process	process
PF01916	GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	process
PF01917	GO:0005198	structural molecule activity	function
PF01917	GO:0097588	archaeal or bacterial-type flagellum-dependent cell motility	process
PF01918	GO:0003676	nucleic acid binding	function
PF01920	GO:0051082	unfolded protein binding	function
PF01920	GO:0016272	prefoldin complex	component
PF01920	GO:0006457	protein folding	process
PF01922	GO:0048500	signal recognition particle	component
PF01922	GO:0008312	7S RNA binding	function
PF01922	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	process
PF01924	GO:0046872	metal ion binding	function
PF01925	GO:0016020	membrane	component
PF01929	GO:0003735	structural constituent of ribosome	function
PF01929	GO:0006412	translation	process
PF01929	GO:0005840	ribosome	component
PF01939	GO:0004519	endonuclease activity	function
PF01940	GO:0016020	membrane	component
PF01943	GO:0016020	membrane	component
PF01956	GO:0016020	membrane	component
